x,y
0.5908210549976545,661.3896394348913
1.0502167414716894,490.17470982503346
1.5096124279457244,518.3311530163397
1.9690081144197595,584.9455282685686
2.4284038008937943,435.0374964837485
2.8877994873678294,409.6484009323254
3.3471951738418646,540.7104135837732
3.8065908603158993,477.2301824444427
4.265986546789934,413.06051352107403
4.72538223326397,565.7080886149027
5.184777919738004,467.96693418843455
5.644173606212039,528.4401163321052
6.103569292686075,439.5862913847887
6.5629649791601095,523.3050355557352
7.022360665634144,407.5993584623541
7.48175635210818,418.8925396437809
7.9411520385822145,538.9478018907005
8.40054772505625,364.76967895239596
8.859943411530285,350.07896479967644
9.319339098004319,351.30381528637236
9.778734784478354,382.09500389914
10.23813047095239,494.12003564276125
10.697526157426424,390.1805046729697
11.15692184390046,332.36705207496846
11.616317530374495,430.09294625637773
12.075713216848529,325.5378219851364
12.535108903322564,351.7232773213391
12.9945045897966,400.14303741634694
13.453900276270634,323.31366008568807
13.91329596274467,399.5868408829238
14.372691649218705,366.58802615435786
14.832087335692739,329.91098860253885
15.291483022166775,310.9269416587395
15.75087870864081,280.3795284277308
16.210274395114844,307.06551837131656
16.66967008158888,325.22211809872715
17.129065768062915,288.42468946671187
17.58846145453695,360.73162415673704
18.047857141010983,378.1257391014386
18.50725282748502,387.82262966474195
18.966648513959054,303.4688078837063
19.42604420043309,328.62525558896243
19.885439886907125,242.50184332267557
20.34483557338116,291.3329452096469
20.804231259855193,230.1744127329041
21.26362694632923,316.4366802599346
21.723022632803264,264.46241407424606
22.1824183192773,262.43784910720404
22.641814005751336,305.59598189975395
23.10120969222537,241.17040715231389
23.560605378699403,237.21635621127436
24.02000106517344,247.41039450995845
24.479396751647474,186.25057213844607
24.93879243812151,276.9702070416177
25.398188124595546,264.56237723754333
25.85758381106958,268.5642237971519
26.316979497543613,254.73821274767596
26.77637518401765,176.8061478022543
27.235770870491685,265.5482169592801
27.69516655696572,170.87312430590907
28.154562243439756,246.3713912828481
28.61395792991379,174.4412472465416
29.073353616387823,269.0752022679238
29.53274930286186,165.42235721307762
29.992144989335895,145.83001986267774
30.45154067580993,217.53243383080454
30.910936362283966,216.47621906580665
31.370332048757998,216.34444194164442
31.829727735232034,181.92521131185657
32.289123421706066,190.27354584990766
32.748519108180105,189.26596259660954
33.20791479465414,178.57588379112698
33.667310481128176,115.02924405080522
34.12670616760221,146.99723001189392
34.58610185407625,151.37747545125708
35.04549754055028,152.85366339270317
35.50489322702431,174.2600496409317
35.96428891349835,165.55377392884446
36.42368459997238,129.96440378410355
36.88308028644642,118.52651745756476
37.342475972920454,136.06835588125938
37.80187165939449,131.24843746034952
38.261267345868525,169.23328349366685
38.72066303234256,131.39600220622606
39.180058718816596,124.86375114653202
39.63945440529063,112.30215232788005
40.09885009176467,84.67006877303432
40.5582457782387,102.67730100056521
41.01764146471273,94.31021486815884
41.47703715118677,124.9526751831731
41.9364328376608,127.96764394309763
42.39582852413484,140.5484046358194
42.855224210608874,122.67136167135529
43.31461989708291,92.57908008913189
43.774015583556945,104.62726641883707
44.23341127003098,90.23511269086299
44.69280695650502,76.84895751667733
45.15220264297905,105.62647052351198
45.61159832945309,92.86026628985502
46.07099401592712,58.3344157531487
46.53038970240115,70.9516815714712
46.98978538887519,61.94702854342455
47.44918107534922,69.16635661949161
47.90857676182326,41.17388154634266
48.367972448297294,47.876484819263425
48.827368134771326,75.16409019091282
49.286763821245366,86.50506262865966
49.7461595077194,56.404465200682374
50.20555519419344,66.2405460700665
50.66495088066747,76.86133680471636
51.12434656714151,77.06036331871877
51.58374225361554,57.628629400793315
52.04313794008957,30.165201348434337
52.50253362656361,66.57900954958014
52.96192931303764,43.426094223034426
53.42132499951168,49.932828382736375
53.880720685985715,32.40399471307665
54.34011637245975,16.728702385984892
54.799512058933786,19.434430541518363
55.25890774540782,41.30389647300997
55.71830343188186,58.73092191088577
56.17769911835589,28.788148218519357
56.63709480482993,43.55012120296701
57.09649049130396,32.21617189465665
57.55588617777799,37.429243133909736
58.01528186425203,50.77419474111945
58.474677550726064,13.638135376898433
58.9340732372001,14.496847116377717
59.393468923674135,34.54635907400703
59.85286461014817,20.267998299755575
60.312260296622206,40.956037901836346
60.77165598309624,44.82497167173596
61.23105166957028,27.853140580914324
61.69044735604431,15.730899506093273
62.14984304251834,2.8051604976416726
62.60923872899238,19.471063248013152
63.06863441546641,34.12881496318908
63.52803010194045,-0.8848016728450361
63.987425788414484,5.404946236792497
64.44682147488852,28.79579755760058
64.90621716136255,-8.12590894264094
65.36561284783659,0.24991875447577883
65.82500853431063,30.36099391569192
66.28440422078467,14.510160655439384
66.7437999072587,2.9303396026835653
67.20319559373274,7.7163705401611224
67.66259128020675,1.9852571833398631
68.1219869666808,1.8047005651274528
68.58138265315483,-4.93591392109882
69.04077833962887,-14.254982763987337
69.50017402610291,-7.516098528303274
69.95956971257695,16.52616788883641
70.41896539905096,-1.9436904008094302
70.878361085525,5.94203658062456
71.33775677199904,27.09059995045285
71.79715245847308,35.16548706030107
72.25654814494712,-12.003239352511505
72.71594383142116,3.394753733535838
73.1753395178952,-6.300285986653748
73.6347352043692,15.034695023571482
74.09413089084325,-0.694228843864904
74.55352657731729,0.29982026922839466
75.01292226379132,29.263634082580502
75.47231795026536,0.07321073806854805
75.9317136367394,7.227645605731034
76.39110932321344,29.977636308765746
76.85050500968745,-4.064772020841941
77.30990069616149,21.510888027485677
77.76929638263553,32.269439912590485
78.22869206910957,-2.345326077368501
78.68808775558361,33.493413589997274
79.14748344205765,27.888758732738815
79.60687912853169,19.49383747649565
80.0662748150057,30.470679168604043
80.52567050147974,16.439807933385616
80.98506618795378,-6.031221522462442
81.44446187442782,25.285812461564877
81.90385756090186,18.51300888084951
82.3632532473759,20.0377424770508
82.82264893384993,23.81841337192545
83.28204462032394,11.482075217032943
83.74144030679798,45.3085642277237
84.20083599327202,37.52060498442028
84.66023167974606,35.2434269460087
85.1196273662201,23.7433025043905
85.57902305269414,12.669690890543713
86.03841873916818,20.045645176550135
86.49781442564219,62.69599906941895
86.95721011211623,37.927439625871315
87.41660579859027,9.296278070317864
87.87600148506431,52.48659705277335
88.33539717153835,14.629323300762305
88.79479285801239,77.82934649845907
89.2541885444864,58.267891637783904
89.71358423096044,57.892881699107264
90.17297991743447,49.12912836324036
90.63237560390851,44.58385353340788
91.09177129038255,60.62293213425497
91.55116697685659,61.361609452436724
92.01056266333063,39.73775728003198
